74445	台南市	新市區	三民街	全
74444	台南市	新市區	三舍	全
74445	台南市	新市區	大同街	全
74450	台南市	新市區	大社	連 469號以下
74450	台南市	新市區	大社	連 491號至 500號
74443	台南市	新市區	大社	連 501號至 533號
74443	台南市	新市區	大社	連 589號至 591號
74443	台南市	新市區	大社	連 470號至 490號
74450	台南市	新市區	大社	連 534號至 588號
74450	台南市	新市區	大社	連 592號以上
74446	台南市	新市區	大洲	全
74443	台南市	新市區	大營	全
74444	台南市	新市區	中山路	單  67號以下
74442	台南市	新市區	中山路	單 131號至 503號
74444	台南市	新市區	中山路	雙  72號以下
74442	台南市	新市區	中山路	雙  76號至 336號
74448	台南市	新市區	中山路工業巷	全
74448	台南市	新市區	中正路	單  15號以下
74447	台南市	新市區	中正路	單  23號至 355號
74448	台南市	新市區	中正路	　  22號
74447	台南市	新市區	中正路	雙  26號至 380號
74448	台南市	新市區	中華路	全
74447	台南市	新市區	中興街	全
74448	台南市	新市區	仁愛街	單  37號以下
74441	台南市	新市區	仁愛街	單  39號至  79號
74441	台南市	新市區	仁愛街	　  79之   1至之  10號 3樓以下
74447	台南市	新市區	仁愛街	　  79之   1至之  10號 4樓以上
74441	台南市	新市區	仁愛街	單  81號至 335號
74448	台南市	新市區	仁愛街	雙  42號以下
74441	台南市	新市區	仁愛街	雙  44號至 212號
74449	台南市	新市區	仁愛街	　 214巷全
74441	台南市	新市區	仁愛街	雙 216號至 370號
74441	台南市	新市區	可口街	全
74441	台南市	新市區	民生路	全
74445	台南市	新市區	民族路	全
74441	台南市	新市區	民權路	全
74448	台南市	新市區	永就	全
74448	台南市	新市區	永華一街	全
74448	台南市	新市區	永華二街	全
74448	台南市	新市區	永華三街	全
74448	台南市	新市區	永華五街	全
74448	台南市	新市區	永新路	全
74442	台南市	新市區	永漢路	　   3巷連   2號至   6號
74445	台南市	新市區	永漢路	　   3巷   8號
74441	台南市	新市區	永福街	全
74441	台南市	新市區	光明街	全
74449	台南市	新市區	光華街	全
74441	台南市	新市區	成功街	全
74442	台南市	新市區	自由街	全
74441	台南市	新市區	自強街	全
74441	台南市	新市區	西寧街	全
74448	台南市	新市區	和平街	全
74449	台南市	新市區	店頂	全
74448	台南市	新市區	延平街	全
74447	台南市	新市區	忠孝街	全
74447	台南市	新市區	昆明街	全
74446	台南市	新市區	社內	全
74446	台南市	新市區	社皮	全
74442	台南市	新市區	長安街	全
74441	台南市	新市區	信義街	全
74442	台南市	新市區	南昌街	全
74442	台南市	新市區	南港街	全
74442	台南市	新市區	國際路	全
74449	台南市	新市區	崙頂	全
74441	台南市	新市區	勝利街	全
74446	台南市	新市區	富強路	全
74444	台南市	新市區	復興路	全
74442	台南市	新市區	華美街	全
74449	台南市	新市區	華興街	全
74448	台南市	新市區	道爺路	全
74441	台南市	新市區	銘傳街	全
74449	台南市	新市區	潭頂	全
74442	台南市	新市區	興業路	全
74445	台南市	新市區	豐華	連 199號以下
74445	台南市	新市區	豐華	連 201號以上
74444	台南市	新市區	豐華	　 200號
74444	台南市	新市區	豐榮	全
