51244	彰化縣	永靖鄉	一村巷	全
51241	彰化縣	永靖鄉	九分路	全
51247	彰化縣	永靖鄉	八德巷	全
51244	彰化縣	永靖鄉	大宅巷	全
51242	彰化縣	永靖鄉	大門巷	全
51246	彰化縣	永靖鄉	大排路	全
51247	彰化縣	永靖鄉	大發路	全
51243	彰化縣	永靖鄉	中山路１段	單 687號以下
51244	彰化縣	永靖鄉	中山路１段	　 689巷全
51243	彰化縣	永靖鄉	中山路１段	單 691號至 777號
51243	彰化縣	永靖鄉	中山路１段	　 779巷連   8號以下
51244	彰化縣	永靖鄉	中山路１段	　 779巷連   9號以上
51243	彰化縣	永靖鄉	中山路１段	單 781號以上
51243	彰化縣	永靖鄉	中山路１段	雙全
51247	彰化縣	永靖鄉	中山路２段	連  59號以下
51245	彰化縣	永靖鄉	中山路２段	連  60號以上
51245	彰化縣	永靖鄉	中山路３段	全
51242	彰化縣	永靖鄉	中正路	全
51244	彰化縣	永靖鄉	中宅巷	全
51242	彰化縣	永靖鄉	中肚巷	全
51241	彰化縣	永靖鄉	五汴巷	全
51243	彰化縣	永靖鄉	五常巷	全
51243	彰化縣	永靖鄉	五福村中山路１段	全
51243	彰化縣	永靖鄉	五福巷	全
51242	彰化縣	永靖鄉	內厝路	全
51242	彰化縣	永靖鄉	內湖巷	全
51247	彰化縣	永靖鄉	文建街	全
51247	彰化縣	永靖鄉	水尾路	全
51247	彰化縣	永靖鄉	王厝路	全
51247	彰化縣	永靖鄉	北勢巷	全
51242	彰化縣	永靖鄉	古榕路	全
51242	彰化縣	永靖鄉	古嶺路	全
51242	彰化縣	永靖鄉	四竹路	全
51242	彰化縣	永靖鄉	四福路	全
51247	彰化縣	永靖鄉	四維巷	全
51242	彰化縣	永靖鄉	四湳路	全
51243	彰化縣	永靖鄉	平和路２段	全
51242	彰化縣	永靖鄉	民生路２段	全
51243	彰化縣	永靖鄉	民權路	全
51244	彰化縣	永靖鄉	永久路	全
51247	彰化縣	永靖鄉	永安街	全
51244	彰化縣	永靖鄉	永西路	全
