24346	新北市	泰山區	大科坑	全
24346	新北市	泰山區	大科路	全
24352	新北市	泰山區	工專路	連  83號以下
24352	新北市	泰山區	工專路	連  85號以上
24301	新北市	泰山區	工專路	　  84號
24345	新北市	泰山區	干城三村	全
24353	新北市	泰山區	中山路１段	全
24353	新北市	泰山區	中山路２段	單 929號以下
24355	新北市	泰山區	中山路２段	單 931號以上
24353	新北市	泰山區	中山路２段	雙 830號以下
24355	新北市	泰山區	中山路２段	雙 832號以上
24392	新北市	泰山區	中山路３段	單 123號以下
24392	新北市	泰山區	中山路３段	雙 116號以下
24351	新北市	泰山區	中央路	全
24342	新北市	泰山區	中港西路	單全
24342	新北市	泰山區	中港西路	雙 398號以下
24357	新北市	泰山區	中港西路	雙 400號以上
24342	新北市	泰山區	中港南路	全
24349	新北市	泰山區	中華街	全
24348	新北市	泰山區	仁武街	全
24348	新北市	泰山區	仁愛路	全
24341	新北市	泰山區	仁義路	全
24341	新北市	泰山區	仁德路	全
24349	新北市	泰山區	公園路	全
24357	新北市	泰山區	文化街	全
24349	新北市	泰山區	文程路	全
24343	新北市	泰山區	半山雅	單   5號以下
24344	新北市	泰山區	半山雅	單   7號以上
24343	新北市	泰山區	半山雅	雙  68號以下
24303	新北市	泰山區	半山雅	　  70號
24346	新北市	泰山區	半山雅	　  70之   1號
24304	新北市	泰山區	半山雅	　  70之   2號
24346	新北市	泰山區	半山雅	雙  70之   3號以上
24353	新北市	泰山區	台麗街	全
24348	新北市	泰山區	民生路	單  77號以下
24357	新北市	泰山區	民生路	單  79號以上
24348	新北市	泰山區	民生路	雙  62號以下
24357	新北市	泰山區	民生路	雙  64號以上
24350	新北市	泰山區	民國街	全
24349	新北市	泰山區	民族街	全
24348	新北市	泰山區	民權街	全
24341	新北市	泰山區	全興路	全
24341	新北市	泰山區	全興路全福巷	全
24341	新北市	泰山區	同義街	全
24346	新北市	泰山區	自強路	全
24347	新北市	泰山區	吳厝窠	全
24343	新北市	泰山區	和平街	全
24341	新北市	泰山區	坡雅頭	全
24345	新北市	泰山區	忠孝街	全
24347	新北市	泰山區	忠孝新村	全
24343	新北市	泰山區	明志路１段	單 193號以下
24347	新北市	泰山區	明志路１段	單 195號至 481號
24348	新北市	泰山區	明志路１段	單 483號以上
24343	新北市	泰山區	明志路１段	雙 204號以下
24347	新北市	泰山區	明志路１段	雙 206號至 422號
24348	新北市	泰山區	明志路１段	雙 424號以上
24349	新北市	泰山區	明志路２段	單  87號以下
24356	新北市	泰山區	明志路２段	單  89號至 273號
24350	新北市	泰山區	明志路２段	單 275號以上
24349	新北市	泰山區	明志路２段	雙  60號以下
24348	新北市	泰山區	明志路２段	雙  62號至  86號
24356	新北市	泰山區	明志路２段	雙  88號至 296號
24350	新北市	泰山區	明志路２段	　 298巷全
24356	新北市	泰山區	明志路２段	雙 300號至 320號
24350	新北市	泰山區	明志路２段	雙 322號以上
24350	新北市	泰山區	明志路３段	單 129號以下
24354	新北市	泰山區	明志路３段	單 131號至 339號
24355	新北市	泰山區	明志路３段	單 341號以上
24350	新北市	泰山區	明志路３段	雙  72號以下
24351	新北市	泰山區	明志路３段	雙  74號至 120號
24354	新北市	泰山區	明志路３段	雙 122號至 460號
24355	新北市	泰山區	明志路３段	雙 462號以上
24343	新北市	泰山區	信義街	全
24352	新北市	泰山區	南林路	連  99號以下
24352	新北市	泰山區	南林路	連 101號至 121號
24352	新北市	泰山區	南林路	連 123號以上
24308	新北市	泰山區	南林路	　 100號
24310	新北市	泰山區	南林路	　 122號
24352	新北市	泰山區	南泰路	連   2號以下
24309	新北市	泰山區	南泰路	　   3號
24352	新北市	泰山區	南泰路	連   4號以上
24346	新北市	泰山區	柯厝坑	全
24345	新北市	泰山區	美寧街	連  58號以下
24307	新北市	泰山區	美寧街	　  59號
24345	新北市	泰山區	美寧街	連  60號以上
24352	新北市	泰山區	致遠新村	連  55號以下
24302	新北市	泰山區	致遠新村	　  55之   1號
24352	新北市	泰山區	致遠新村	連  55之   2號以上
24341	新北市	泰山區	泰林路１段	單全
24357	新北市	泰山區	泰林路１段	雙全
24357	新北市	泰山區	泰林路２段	單  85號以下
24344	新北市	泰山區	泰林路２段	單  87號至 197號
24347	新北市	泰山區	泰林路２段	單 199號至 255號
24344	新北市	泰山區	泰林路２段	單 257號至 349號
24345	新北市	泰山區	泰林路２段	單 351號至 579號
24346	新北市	泰山區	泰林路２段	單 581號以上
24357	新北市	泰山區	泰林路２段	雙  90號以下
24344	新北市	泰山區	泰林路２段	雙  92號至 398號
24345	新北市	泰山區	泰林路２段	雙 400號至 542號
24346	新北市	泰山區	泰林路２段	雙 544號以上
24346	新北市	泰山區	犁頭窠	全
24351	新北市	泰山區	貴子路	單  21號以下
24352	新北市	泰山區	貴子路	單  23號以上
24351	新北市	泰山區	貴子路	雙 140號以下
24352	新北市	泰山區	貴子路	雙 142號以上
24355	新北市	泰山區	貴陽街	全
24355	新北市	泰山區	貴鳳街	連  25號以下
24355	新北市	泰山區	貴鳳街	連  27號至  34號
24311	新北市	泰山區	貴鳳街	　  35號
24312	新北市	泰山區	貴鳳街	　  26號
24355	新北市	泰山區	貴鳳街	連  36號以上
24342	新北市	泰山區	新五路１段	全
24351	新北市	泰山區	新民路	全
24349	新北市	泰山區	新生路	單  15號以下
24353	新北市	泰山區	新生路	單  17號以上
24351	新北市	泰山區	新生路	　   2號
24353	新北市	泰山區	新生路	雙   4號以上
24357	新北市	泰山區	楓江路	單  81號以下
24342	新北市	泰山區	楓江路	單  83號以上
24357	新北市	泰山區	楓江路	雙  44號以下
24343	新北市	泰山區	楓江路	　  46巷全
24357	新北市	泰山區	楓江路	雙  48號至  84號
24342	新北市	泰山區	楓江路	雙  86號以上
24357	新北市	泰山區	楓樹街	全
24391	新北市	泰山區	壽山路	雙  20號至 120號
24392	新北市	泰山區	壽山路	雙 122號至 160巷
24353	新北市	泰山區	漢口街	全
24347	新北市	泰山區	福泰街	全
24344	新北市	泰山區	福德街	全
24341	新北市	泰山區	福興一街	全
24341	新北市	泰山區	福興二街	全
24341	新北市	泰山區	福興三街	全
24341	新北市	泰山區	福興街	全
24355	新北市	泰山區	德安街	全
24346	新北市	泰山區	黎明路	全
24346	新北市	泰山區	黎專路	連   2之   1號以下
24305	新北市	泰山區	黎專路	　   2之   2號
24346	新北市	泰山區	黎專路	連   2之   3號以上
24344	新北市	泰山區	憲訓路	全
24346	新北市	泰山區	橫窠雅	全
24341	新北市	泰山區	磚雅厝	全
24346	新北市	泰山區	錢厝坑	全
24350	新北市	泰山區	應化街	全
24347	新北市	泰山區	辭修路	連   6號以下
24306	新北市	泰山區	辭修路	　   7號
24347	新北市	泰山區	辭修路	連   8號以上
24349	新北市	泰山區	蘇厝坑	全
