72143	台南市	麻豆區	三民路	全
72151	台南市	麻豆區	大山腳	全
72144	台南市	麻豆區	大同街	全
72147	台南市	麻豆區	大埕	全
72152	台南市	麻豆區	小埤頭	全
72152	台南市	麻豆區	工業路	全
72149	台南市	麻豆區	中山路	全
72144	台南市	麻豆區	中正路	全
72143	台南市	麻豆區	中華街	全
72143	台南市	麻豆區	中興街	全
72143	台南市	麻豆區	仁愛路	全
72147	台南市	麻豆區	太子宅	全
72144	台南市	麻豆區	文昌路	全
72150	台南市	麻豆區	方厝寮	連  36之  99號以下
72150	台南市	麻豆區	方厝寮	連  37號以上
72154	台南市	麻豆區	方厝寮	　  36之 100號
72146	台南市	麻豆區	加輦邦	　   1號
72147	台南市	麻豆區	加輦邦	連   2號以上
72147	台南市	麻豆區	北勢寮	全
72144	台南市	麻豆區	平等路	全
72145	台南市	麻豆區	民生路	全
72142	台南市	麻豆區	民族路	全
72142	台南市	麻豆區	民權路	全
72144	台南市	麻豆區	光復路	全
72145	台南市	麻豆區	同仁街	全
72154	台南市	麻豆區	安業	連  76之   2號以下
72150	台南市	麻豆區	安業	連  77號至 274號
72154	台南市	麻豆區	安業	連 275號以上
72143	台南市	麻豆區	成功街	全
72143	台南市	麻豆區	自由路	單  33號以下
72141	台南市	麻豆區	自由路	單  35號以上
72143	台南市	麻豆區	自由路	雙  28號以下
72141	台南市	麻豆區	自由路	雙  30號以上
72141	台南市	麻豆區	自強街	全
72148	台南市	麻豆區	和平路	全
72151	台南市	麻豆區	姓陳寮	全
72144	台南市	麻豆區	忠孝路	單  29號以下
72145	台南市	麻豆區	忠孝路	單  31號至  45號
72146	台南市	麻豆區	忠孝路	單  47號以上
72144	台南市	麻豆區	忠孝路	雙  18號以下
72145	台南市	麻豆區	忠孝路	雙  20號至  58號
72146	台南市	麻豆區	忠孝路	雙  60號以上
72150	台南市	麻豆區	東溪洲	全
72141	台南市	麻豆區	油車	全
72150	台南市	麻豆區	社子	全
72142	台南市	麻豆區	信義路	全
72154	台南市	麻豆區	前班	全
72146	台南市	麻豆區	南勢	連  36號以下
72153	台南市	麻豆區	南勢	連  37號以上
72151	台南市	麻豆區	客子寮	全
72142	台南市	麻豆區	建南一街	全
72148	台南市	麻豆區	建南街	全
72148	台南市	麻豆區	柯厝	全
72152	台南市	麻豆區	苓子林	全
72144	台南市	麻豆區	振興街	全
72151	台南市	麻豆區	海埔	全
72145	台南市	麻豆區	國中街	全
72151	台南市	麻豆區	埤子尾	全
72152	台南市	麻豆區	埤頭	全
72151	台南市	麻豆區	莊禮寮	全
72154	台南市	麻豆區	部地	全
72154	台南市	麻豆區	麻豆口	全
72152	台南市	麻豆區	麻佳路１段	全
72152	台南市	麻豆區	麻學路１段	全
72144	台南市	麻豆區	博愛路	全
72144	台南市	麻豆區	復興街	全
72151	台南市	麻豆區	港子尾	全
72154	台南市	麻豆區	番子寮	全
72141	台南市	麻豆區	新生北路	單 435號以下
72147	台南市	麻豆區	新生北路	單 439號以上
72141	台南市	麻豆區	新生北路	雙 448號以下
72147	台南市	麻豆區	新生北路	雙 450號以上
72143	台南市	麻豆區	新生南路	單 309號以下
72148	台南市	麻豆區	新生南路	單 311號以上
72143	台南市	麻豆區	新生南路	雙 370號以下
72148	台南市	麻豆區	新生南路	雙 372號以上
72147	台南市	麻豆區	新興街	連   5號以下
72141	台南市	麻豆區	新興街	連   6號以上
72153	台南市	麻豆區	溝子墘	全
72153	台南市	麻豆區	寮子部	全
72151	台南市	麻豆區	蔥子寮	全
72154	台南市	麻豆區	磚子井	連 137號以下
72148	台南市	麻豆區	磚子井	連 138號以上
72149	台南市	麻豆區	興中路	單 169號以下
72145	台南市	麻豆區	興中路	單 171號以上
72149	台南市	麻豆區	興中路	雙 170號以下
72145	台南市	麻豆區	興中路	雙 172號以上
72141	台南市	麻豆區	興民街	全
72142	台南市	麻豆區	興南路	全
72148	台南市	麻豆區	興國路	全
72144	台南市	麻豆區	興華街	全
72151	台南市	麻豆區	營後	全
72153	台南市	麻豆區	總爺	全
72153	台南市	麻豆區	總爺庄	全
72150	台南市	麻豆區	謝厝寮	全
72151	台南市	麻豆區	謝榜寮	全
72146	台南市	麻豆區	關帝廟	全
72147	台南市	麻豆區	尪祖廟	全
